sentence1	sentence2	similarity	partition	pair_id	sentence1_id	sentence2_id	similarity_scaled	language	length1	length2	ner_s1	ner_s2	ner_s1_tokens	ner_s2_tokens	dep_labels_s1	dep_labels_s2	size_proportion	size_mean	voc_inter	bigram_inter	ner_inter	sim_sint	sim_sint_root	dep_labels_inter	dep_labels_inter_dup	topic_s1	topic_s2	same_topic	pred_paraphrase-multilingual-mpnet-base-v2	pred_paraphrase-multilingual-MiniLM-L12-v2	pred_distiluse-base-multilingual-cased-v1	pred_distiluse-base-multilingual-cased-v2	pred_all-mpnet-base-v2
Várias escolas privadas e públicas permaneceram abertas em Los Angeles.	Professores e alunos foram informados de que deveriam permanecer longe das escolas em Los Angeles.	2.25	test	8140	8117	18041	0.3125	ptpt-test	11	16	['Los Angeles']	['Los Angeles']	['Los', 'Angeles']	['Los', 'Angeles']	['None', 'det', 'nsubj', 'acl', 'cc', 'conj', 'ROOT', 'obj', 'case', 'obl', 'flat:name', 'None']	['None', 'nsubj:pass', 'cc', 'conj', 'aux:pass', 'ROOT', 'mark', 'mark', 'aux', 'xcomp', 'advmod', 'acl', 'obj', 'case', 'obl', 'flat:name', 'None']	0.6875	13.5	0.25	0.0952	1.0	0.0	0.0	0.5	0.64	entretenimento	entretenimento	1	2.791626572608948	3.52571439743042	3.360424280166626	3.3532230854034424	4.101869583129883
O romance entre Mariah Carey e James Packer já dura desde o verão.	Mariah Carey e James Packer vão oficializar a relação este ano.	2.75	test	8141	8118	18042	0.4375	ptpt-test	14	12	['Mariah Carey', 'James Packer']	['Mariah Carey', 'James Packer']	['Mariah', 'Carey', 'James', 'Packer']	['Mariah', 'Carey', 'James', 'Packer']	['None', 'det', 'nsubj', 'case', 'nmod', 'flat:name', 'cc', 'conj', 'flat:name', 'advmod', 'ROOT', 'case', 'det', 'obl', 'None']	['None', 'nsubj', 'flat:name', 'cc', 'conj', 'flat:name', 'aux', 'ROOT', 'det', 'obj', 'det', 'obl', 'None']	0.8571	13.0	0.2778	0.2222	1.0	0.285	0.571	0.583	0.75	entretenimento	entretenimento	1	3.84266996383667	3.450428009033203	3.7498857975006095	3.9059317111968994	4.340254306793213
É sempre motivador defrontar uma equipa do primeiro escalão.	A motivação da equipa de escalão inferior é grande e dificultam-nos ao máximo.	1.75	test	8142	8119	18043	0.1875	ptpt-test	10	14	[]	[]	[]	[]	['None', 'cop', 'advmod', 'ROOT', 'csubj', 'det', 'obj', 'case', 'amod', 'nmod', 'None']	['None', 'det', 'nsubj', 'case', 'nmod', 'case', 'nmod', 'amod', 'cop', 'ROOT', 'cc', 'conj', 'case', 'det', 'nmod', 'None']	0.7143	12.0	0.1579	0.0	0.0	0.333	0.333	0.5	0.522	futebol_esporte	futebol_esporte	1	3.64516806602478	3.5490477085113525	2.9566413164138794	3.1139025688171387	3.9557952880859375
Ettore Scola nasceu a 10 de Maio de 1931, em Trevico, Itália.	O último trabalho de Ettore Scola surgiu em 2013.	2.0	test	8143	8120	18044	0.25	ptpt-test	15	10	['Ettore Scola', 'Maio', 'Trevico', 'Itália']	['Ettore Scola']	['Ettore', 'Scola', 'Maio', 'Trevico', 'Itália']	['Ettore', 'Scola']	['None', 'nsubj', 'flat:name', 'ROOT', 'case', 'obl', 'case', 'nmod:tmod', 'case', 'nmod', 'punct', 'case', 'obl', 'punct', 'obj', 'None']	['None', 'det', 'amod', 'nsubj', 'case', 'nmod', 'flat:name', 'ROOT', 'case', 'obl', 'None']	0.6667	12.5	0.25	0.0556	0.4	0.19	0.571	0.545	0.609	entretenimento	entretenimento	1	3.1245453357696533	2.518595933914185	2.6714104413986206	2.4887800216674805	3.113391637802124
As dúvidas do treinador tinham a ver com o estado físico de William Carvalho e de Bryan Ruiz.	Ainda não é certo que William Carvalho e Bryan Ruiz possam jogar frente ao FC Porto.	3.25	test	8144	8121	18045	0.5625	ptpt-test	19	17	['William Carvalho', 'Bryan Ruiz']	['William Carvalho', 'Bryan Ruiz', 'FC Porto']	['William', 'Carvalho', 'Bryan', 'Ruiz']	['William', 'Carvalho', 'Bryan', 'Ruiz', 'FC', 'Porto']	['None', 'det', 'nsubj', 'case', 'nmod', 'aux', 'obl', 'ROOT', 'case', 'det', 'obl', 'amod', 'case', 'nmod', 'flat:name', 'cc', 'case', 'conj', 'flat:name', 'None']	['None', 'advmod', 'advmod', 'cop', 'ROOT', 'mark', 'nsubj', 'flat:name', 'cc', 'conj', 'flat:name', 'aux', 'csubj', 'obj', 'case', 'det', 'obl', 'flat:name', 'None']	0.8947	18.0	0.1786	0.1034	0.67	0.0	0.0	0.562	0.571	futebol_esporte	futebol_esporte	1	3.604457378387451	3.232600450515747	3.260683298110962	3.5122194290161133	3.346329927444458
Ao todo são 1.011 milhões de euros que ficarão no bolso das famílias portuguesas.	Compensar os rendimentos das famílias vai custar ao Estado mais 1.117 milhões de euros.	2.0	test	8145	8122	18046	0.25	ptpt-test	15	15	[]	['Estado']	[]	['Estado']	['None', 'case', 'nmod', 'cop', 'nummod', 'ROOT', 'case', 'nmod', 'nsubj', 'acl:relcl', 'obj', 'obl', 'acl', 'ROOT', 'amod', 'None']	['None', 'aux', 'det', 'nsubj', 'acl', 'amod', 'aux', 'ROOT', 'case', 'det', 'obl', 'advmod', 'nummod', 'obj', 'case', 'nmod', 'None']	1.0	15.0	0.2727	0.1304	0.0	0.0	0.0	0.643	0.69	notícia_mundial	notícia_mundial	1	3.5571951866149902	3.2941930294036865	3.502331495285034	3.5078799724578857	4.541195154190064
"A França prometeu ""destruir o exército de fanáticos"" responsável pelos atentados de Paris."	A França fará tudo para destruir o exército de fanáticos que cometeu estes crimes.	4.0	test	8146	8123	18047	0.75	ptpt-test	16	15	['França', 'Paris']	['França']	['França', 'Paris']	['França']	['None', 'det', 'nsubj', 'ROOT', 'obj', 'xcomp', 'det', 'obj', 'case', 'nmod', 'appos', 'amod', 'obj', 'acl', 'case', 'nmod', 'None']	['None', 'det', 'nsubj', 'ROOT', 'obj', 'mark', 'advcl', 'det', 'obj', 'case', 'nmod', 'nsubj', 'acl:relcl', 'det', 'obj', 'None']	0.9375	15.5	0.2381	0.1364	0.5	0.889	0.667	0.462	0.621	0	notícia_outras	0	4.355481147766113	4.3950958251953125	3.6216211318969727	3.787989616394043	4.0424230098724365
O Prémio Nobel da Literatura 2015 é anunciado esta quinta-feira pela Academia de Ciências Sueca.	Desde segunda-feira que os prémios Nobel nos vários campos têm sido anunciados pela Academia das Ciências sueca.	2.75	test	8147	8124	18048	0.4375	ptpt-test	16	18	['Prémio Nobel', 'Literatura', 'Academia', 'Ciências Sueca']	['Nobel', 'Academia', 'Ciências']	['Prémio', 'Nobel', 'Literatura', 'Academia', 'Ciências', 'Sueca']	['Nobel', 'Academia', 'Ciências']	['None', 'det', 'nsubj:pass', 'flat:name', 'case', 'nmod', 'flat:name', 'aux:pass', 'ROOT', 'det', 'obl', 'appos', 'flat:name', 'case', 'nmod', 'flat:name', 'None']	['None', 'case', 'obl', 'mark', 'det', 'nsubj:pass', 'appos', 'nummod', 'det', 'conj', 'aux', 'aux:pass', 'ROOT', 'nsubj:pass', 'ROOT', 'flat:name', 'flat:name', 'flat:name', 'None']	0.8889	17.0	0.1852	0.0714	0.5	0.0	0.0	0.615	0.688	ciencia	ciencia	1	4.132846355438232	4.1443867683410645	3.729259014129639	3.967552661895752	4.324830532073975
Será um jogo perante a nossa família benfiquista e queremos ganhar.	Mas nós, independentemente do adversário, queremos sempre impor a nossa forma de jogar e queremos ganhar.	3.0	test	8148	8125	18049	0.5	ptpt-test	12	19	[]	[]	[]	[]	['None', 'cop', 'det', 'ROOT', 'case', 'det', 'det', 'nmod', 'amod', 'cc', 'conj', 'xcomp', 'None']	['None', 'cc', 'nsubj', 'punct', 'advmod', 'case', 'flat:name', 'punct', 'ROOT', 'advmod', 'xcomp', 'det', 'det', 'obj', 'mark', 'acl', 'cc', 'conj', 'xcomp', 'None']	0.6316	15.5	0.2381	0.1364	0.0	0.313	0.182	0.375	0.483	futebol_esporte	notícia_mundial	0	3.294585943222046	3.412763357162476	2.7964619398117065	2.9382697343826294	3.741647481918335
Em pouco tempo morreram dois amigos - Pedro Coelho e António Almeida Santos.	Almeida Santos morreu na última noite, aos 89 anos.	3.0	test	8149	8126	18050	0.5	ptpt-test	14	11	['Pedro Coelho', 'António Almeida Santos']	['Almeida Santos']	['Pedro', 'Coelho', 'António', 'Almeida', 'Santos']	['Almeida', 'Santos']	['None', 'case', 'det', 'obl', 'ROOT', 'nummod', 'nsubj', 'punct', 'appos', 'flat:name', 'cc', 'conj', 'flat:name', 'flat:name', 'None']	['None', 'nsubj', 'flat:name', 'ROOT', 'obj', 'flat:name', 'obl', 'punct', 'case', 'det', 'nummod', 'obl', 'None']	0.7857	12.5	0.1	0.0526	0.4	0.285	0.571	0.667	0.75	notícia_mundial	futebol_esporte	0	3.466355323791504	3.310258626937866	2.8671555519104004	2.92810320854187	3.856691837310791
A Perception Point aponta para 66% dos equipamentos com Android potencialmente vulneráveis.	Estimaram entretanto haver cerca de 66% de aparelhos Android potencialmente vulneráveis.	4.0	test	8150	8127	18051	0.75	ptpt-test	14	13	['Perception Point', 'Android']	['Android']	['Perception', 'Point', 'Android']	['Android']	['None', 'det', 'nsubj', 'flat:name', 'ROOT', 'case', 'nummod', 'obl', 'acl', 'obj', 'case', 'nmod', 'advmod', 'amod', 'None']	['None', 'ROOT', 'advmod', 'xcomp', 'advmod', 'case', 'nummod', 'obj', 'case', 'nmod', 'appos', 'advmod', 'amod', 'None']	0.9286	13.5	0.2222	0.1053	0.33	0.0	0.0	0.5	0.64	economia_mercado	economia_mercado	1	4.723087787628174	4.636087894439697	4.281895160675049	4.417528867721558	4.336179494857788
O outro recorde significativo que Adele bateu com 25 foi o da venda de downloads de um álbum numa semana.	Adele acaba de lançar 25, o seu terceiro álbum de originais.	2.75	test	8151	8128	18052	0.4375	ptpt-test	21	13	['Adele']	['Adele']	['Adele']	['Adele']	['None', 'det', 'det', 'nsubj', 'amod', 'obj', 'nsubj', 'acl:relcl', 'case', 'obl', 'cop', 'ROOT', 'case', 'nmod', 'case', 'nmod', 'case', 'det', 'nmod', 'amod', 'nmod:npmod', 'None']	['None', 'nsubj', 'aux', 'obl', 'ROOT', 'obj', 'punct', 'det', 'det', 'amod', 'obj', 'case', 'nmod', 'None']	0.619	17.0	0.1667	0.0	1.0	0.222	0.222	0.615	0.562	entretenimento	entretenimento	1	3.856025457382202	3.985373973846436	3.644312858581543	3.804201364517212	4.252332210540772
A execução acumulada na receita fiscal fixou-se nos 40.446 milhões de euros.	Do lado da receita fiscal, o Estado conseguiu arrecadar em IVA 14.834,2 milhões de euros.	1.5	test	8152	8129	18053	0.125	ptpt-test	13	17	[]	['Estado', 'IVA']	[]	['Estado', 'IVA']	['None', 'det', 'nsubj', 'acl', 'appos', 'flat:name', 'amod', 'ROOT', 'iobj', 'nummod', 'obj', 'case', 'nmod', 'None']	['None', 'case', 'obl', 'case', 'nmod', 'amod', 'punct', 'det', 'nsubj', 'ROOT', 'xcomp', 'case', 'obl', 'nummod', 'obj', 'case', 'nmod', 'None']	0.7647	15.0	0.1739	0.087	0.0	0.416	0.333	0.533	0.571	economia_mercado	economia_mercado	1	3.371742010116577	3.034086465835572	3.279081344604492	3.5215988159179688	4.259416580200195
Nenhum apostador conseguiu acertar nos cinco números e duas estrelas sorteados do Euromilhões.	Nenhum apostador do Euromilhões conseguiu acertar nos números e estrelas sorteados.	4.0	test	8153	8130	18054	0.75	ptpt-test	14	12	['Euromilhões']	['Euromilhões']	['Euromilhões']	['Euromilhões']	['None', 'det', 'nsubj', 'ROOT', 'xcomp', 'obj', 'nummod', 'obj', 'cc', 'nummod', 'conj', 'acl', 'case', 'obl', 'None']	['None', 'det', 'nsubj', 'case', 'nmod', 'ROOT', 'xcomp', 'det', 'obj', 'cc', 'conj', 'acl', 'None']	0.8571	13.0	0.8462	0.375	1.0	0.778	1.0	0.75	0.75	notícia_outras	notícia_outras	1	4.744927167892456	4.713892221450806	4.348190784454346	4.262375354766846	4.845119953155518
A cantora britânica proibiu Donald Trump de utilizar as suas músicas durante os comícios da sua campanha presidencial.	Donald Trump é umas das figuras mais mediáticas na campanha presidencial norte-americana.	1.25	test	8154	8131	18055	0.0625	ptpt-test	19	13	['Donald Trump']	['Donald Trump']	['Donald', 'Trump']	['Donald', 'Trump']	['None', 'det', 'nsubj', 'amod', 'ROOT', 'obj', 'flat:name', 'mark', 'xcomp', 'det', 'det', 'obj', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'amod', 'None']	['None', 'nsubj', 'flat:name', 'cop', 'det', 'acl', 'ROOT', 'advmod', 'amod', 'appos', 'flat:name', 'flat:name', 'amod', 'None']	0.6842	16.0	0.1538	0.0769	1.0	0.111	0.222	0.333	0.4	notícia_mundial	notícia_mundial	1	2.36631178855896	2.686541557312012	2.4730528593063354	2.4682888984680176	3.791570425033569
Em breve, teremos novas confirmações do MEO Marés Vivas de 2016.	Maestro, cantor-compositor, pianista e produtor britânico é a primeira confirmação no cartaz do MEO Marés Vivas 2016.	2.75	test	8155	8132	18056	0.4375	ptpt-test	13	20	['MEO Marés Vivas']	['MEO Marés Vivas']	['MEO', 'Marés', 'Vivas']	['MEO', 'Marés', 'Vivas']	['None', 'case', 'obl', 'punct', 'ROOT', 'amod', 'obj', 'case', 'nmod', 'flat:name', 'flat:name', 'case', 'nmod', 'None']	['None', 'nsubj', 'punct', 'appos', 'punct', 'conj', 'cc', 'conj', 'amod', 'cop', 'det', 'amod', 'ROOT', 'ROOT', 'flat:name', 'case', 'nmod', 'flat:name', 'flat:name', 'flat:name', 'None']	0.65	16.5	0.2174	0.1304	1.0	0.0	0.0	0.429	0.452	entretenimento	entretenimento	1	2.941657304763794	3.859766006469727	3.217938184738159	3.3132548332214355	2.2879555225372314
De cada três bebés que morrem no parto domiciliário, dois seriam salvos no hospital.	Dos bebés que morrem no parto hospitalar, nenhum teria sido salvo se fosse em casa.	2.75	test	8156	8133	18057	0.4375	ptpt-test	16	17	[]	[]	[]	[]	['None', 'case', 'det', 'nummod', 'obl', 'nsubj', 'acl:relcl', 'obj', 'obj', 'amod', 'punct', 'nsubj', 'cop', 'ROOT', 'ROOT', 'flat:name', 'None']	['None', 'nsubj', 'flat:name', 'nsubj', 'acl:relcl', 'obj', 'obj', 'amod', 'punct', 'det', 'aux', 'aux:pass', 'ROOT', 'mark', 'cop', 'case', 'obl', 'None']	0.9412	16.5	0.2174	0.1739	0.0	0.0	0.0	0.733	0.839	0	0	1	3.99713945388794	4.002972364425659	4.216248989105225	4.206535339355469	4.161328077316284
A jovem, bonita, mistura no rosto traços de Angelina Jolie com Irina Shayk.	Uma mistura de Angelina Jolie e Irina Shayk.	3.5	test	8157	8134	18058	0.625	ptpt-test	16	9	['Angelina Jolie', 'Irina Shayk']	['Angelina Jolie', 'Irina Shayk']	['Angelina', 'Jolie', 'Irina', 'Shayk']	['Angelina', 'Jolie', 'Irina', 'Shayk']	['None', 'det', 'nsubj', 'punct', 'conj', 'punct', 'ROOT', 'case', 'obl', 'amod', 'case', 'nmod', 'flat:name', 'case', 'obl', 'flat:name', 'None']	['None', 'det', 'ROOT', 'case', 'nmod', 'flat:name', 'cc', 'conj', 'flat:name', 'None']	0.5625	12.5	0.4	0.1875	1.0	0.0	0.0	0.545	0.609	entretenimento	entretenimento	1	4.689014911651611	4.480892896652222	3.838935852050781	3.797055721282959	4.410561800003052
Os interesses dos Estados Unidos são representados na Coreia do Norte através da embaixada da Suécia.	A embaixada dos Estados Unidos na Coreia do Sul confirma a detenção.	1.5	test	8158	8135	18059	0.125	ptpt-test	17	13	['Estados Unidos', 'Coreia', 'Norte', 'Suécia']	['Estados Unidos', 'Coreia', 'Sul']	['Estados', 'Unidos', 'Coreia', 'Norte', 'Suécia']	['Estados', 'Unidos', 'Coreia', 'Sul']	['None', 'det', 'nsubj:pass', 'acl', 'obj', 'flat:name', 'aux:pass', 'ROOT', 'obj', 'flat:name', 'case', 'nmod', 'advmod', 'case', 'obl', 'case', 'nmod', 'None']	['None', 'det', 'nsubj', 'acl', 'obj', 'flat:name', 'flat:name', 'flat:name', 'case', 'nmod', 'ROOT', 'det', 'obj', 'None']	0.7647	15.0	0.3684	0.1818	0.5	0.167	0.333	0.583	0.643	notícia_mundial	notícia_mundial	1	3.4174695014953613	3.02887225151062	3.042448043823242	3.3849353790283203	3.95451545715332
A atriz, que teve uma reação alérgica ao camarão, garante ter vivido momentos de pânico.	Luciana Abreu foi hospitalizada, na sequência de uma reação alérgica grave.	3.0	test	8159	8136	18060	0.5	ptpt-test	18	13	[]	['Luciana Abreu']	[]	['Luciana', 'Abreu']	['None', 'det', 'nsubj', 'punct', 'nsubj', 'acl:relcl', 'det', 'obj', 'amod', 'case', 'det', 'nmod', 'punct', 'ROOT', 'aux', 'xcomp', 'obj', 'case', 'nmod', 'None']	['None', 'nsubj:pass', 'flat:name', 'aux:pass', 'ROOT', 'punct', 'conj', 'flat:name', 'case', 'det', 'nmod', 'amod', 'amod', 'None']	0.7222	15.5	0.1818	0.0909	0.0	0.0	0.0	0.4	0.4	notícia_outras	notícia_outras	1	2.932158827781677	2.923789978027344	3.021057605743408	3.0829851627349854	3.2774624824523926
Ao minuto 84, o árbitro Jorge Sousa decidiu suspender o encontro devido ao mau tempo.	Mas o árbitro Jorge Sousa voltou a suspender o jogo aos 78 minutos.	2.25	test	8160	8137	18061	0.3125	ptpt-test	17	14	['Jorge Sousa']	['Jorge Sousa']	['Jorge', 'Sousa']	['Jorge', 'Sousa']	['None', 'case', 'obl', 'nummod', 'punct', 'det', 'nsubj', 'appos', 'flat:name', 'ROOT', 'xcomp', 'det', 'obj', 'advmod', 'case', 'det', 'amod', 'obl', 'None']	['None', 'cc', 'det', 'nsubj', 'appos', 'flat:name', 'aux', 'obl', 'ROOT', 'det', 'obj', 'case', 'det', 'nummod', 'obl', 'None']	0.8235	15.5	0.25	0.1818	1.0	0.222	0.444	0.6	0.774	futebol_esporte	notícia_mundial	0	4.177923440933228	4.211040019989014	4.061203718185425	4.094274282455444	4.427115201950073
Segundo o Facebook, as páginas verificadas podem usar o streaming ao vivo como conteúdo suplementar.	Por enquanto, o Live só estará disponível para páginas verificadas por meio do aplicativo do Facebook para iOS.	2.0	test	8161	8138	18062	0.25	ptpt-test	17	20	['Facebook']	['Live', 'Facebook']	['Facebook']	['Live', 'Facebook']	['None', 'case', 'det', 'obl', 'punct', 'det', 'nsubj', 'acl', 'aux', 'ROOT', 'det', 'obj', 'case', 'det', 'obl', 'case', 'obl', 'xcomp', 'None']	['None', 'case', 'obl', 'punct', 'det', 'nsubj', 'advmod', 'cop', 'ROOT', 'case', 'obl', 'acl', 'case', 'obl:agent', 'case', 'obl', 'case', 'nmod', 'case', 'obl', 'None']	0.85	18.5	0.1154	0.0333	0.5	0.7	0.5	0.5	0.611	produtos_tecnologia	produtos_tecnologia	1	3.6021370887756348	3.639703750610352	3.049412250518799	3.231517553329468	4.048620223999023
Isabel dos Santos voltou a manifestar-se contra a cisão dos activos africanos por parte do BPI.	Isabel dos Santos rejeita a cisão dos activos africanos do BPI.	4.0	test	8162	8139	18063	0.75	ptpt-test	17	12	['Isabel', 'Santos', 'BPI']	['Isabel', 'Santos', 'BPI']	['Isabel', 'Santos', 'BPI']	['Isabel', 'Santos', 'BPI']	['None', 'ROOT', 'flat:name', 'nsubj', 'aux', 'det', 'ROOT', 'case', 'det', 'nmod', 'acl', 'amod', 'obj', 'case', 'nmod', 'case', 'nmod', 'None']	['None', 'ROOT', 'flat:name', 'nsubj', 'ROOT', 'det', 'obj', 'acl', 'amod', 'ROOT', 'case', 'nmod', 'None']	0.7059	14.5	0.6	0.3889	1.0	0.416	0.333	0.9	0.741	futebol_esporte	futebol_esporte	1	4.198151588439941	4.085360527038574	4.539100408554077	4.690941572189331	4.636518955230713
Todos dão como garantido que o jogador da equipa B do Barcelona se prepara para assinar contrato com o Benfica.	O lateral-esquerdo deixa o Barcelona B e assina por cinco épocas e meia com o Benfica.	3.25	test	8163	8140	18064	0.5625	ptpt-test	21	17	['B', 'Barcelona', 'Benfica']	['Barcelona B', 'Benfica']	['B', 'Barcelona', 'Benfica']	['Barcelona', 'B', 'Benfica']	['None', 'nsubj', 'ROOT', 'case', 'xcomp', 'mark', 'det', 'nsubj', 'case', 'nmod', 'appos', 'case', 'nmod', 'expl', 'ccomp', 'mark', 'advcl', 'obj', 'case', 'det', 'nmod', 'None']	['None', 'det', 'nsubj', 'ROOT', 'det', 'obj', 'flat:name', 'cc', 'conj', 'case', 'nummod', 'obl', 'cc', 'conj', 'case', 'det', 'obl', 'None']	0.8095	19.0	0.1852	0.0625	1.0	0.333	0.333	0.294	0.389	futebol_esporte	futebol_esporte	1	3.551708221435547	3.4669485092163086	2.898776650428772	3.195401668548584	4.134331226348877
Segundo rumores, é esperado que o Lumia 950 seja apresentado com um ecrã OLED de 5.2 polegadas, processador Qualcomm de seis núcleos e Snapdragon 808.	O Lumia 950 tem um processador Qualcomm de seis núcleos e um ecrã OLED de 5,2 polegadas.	3.5	test	8164	8141	18065	0.625	ptpt-test	28	18	['Lumia', 'OLED', 'Qualcomm', 'Snapdragon']	['Lumia', 'Qualcomm', 'OLED']	['Lumia', 'OLED', 'Qualcomm', 'Snapdragon']	['Lumia', 'Qualcomm', 'OLED']	['None', 'case', 'obl', 'punct', 'aux:pass', 'ROOT', 'mark', 'det', 'nsubj:pass', 'nummod', 'aux:pass', 'ccomp', 'case', 'det', 'obl', 'appos', 'case', 'nummod', 'nmod', 'punct', 'appos', 'flat:name', 'case', 'nummod', 'nmod', 'cc', 'conj', 'flat:name', 'None']	['None', 'det', 'nsubj', 'flat:name', 'ROOT', 'det', 'obj', 'appos', 'case', 'nummod', 'nmod', 'cc', 'det', 'conj', 'ROOT', 'case', 'nummod', 'obl', 'None']	0.6429	23.0	0.4444	0.3333	0.75	0.5	0.5	0.588	0.591	produtos_tecnologia	produtos_tecnologia	1	4.58394455909729	4.697592258453369	4.320217609405518	4.301398038864136	4.439322233200073
O FC Porto foi o principal agitador do último dia do mercado de transferências.	O extremo português Rafa pode ser a última grande investida do FC Porto neste mercado de transferências.	1.75	test	8165	8142	18066	0.1875	ptpt-test	15	18	['FC Porto']	['Rafa', 'FC Porto']	['FC', 'Porto']	['Rafa', 'FC', 'Porto']	['None', 'det', 'nsubj', 'flat:name', 'cop', 'det', 'amod', 'ROOT', 'case', 'amod', 'nmod', 'case', 'nmod', 'case', 'nmod', 'None']	['None', 'det', 'nsubj', 'amod', 'appos', 'aux', 'cop', 'det', 'amod', 'amod', 'ROOT', 'case', 'nmod', 'flat:name', 'case', 'det', 'obl', 'case', 'nmod', 'None']	0.8333	16.5	0.3182	0.1154	0.67	0.585	0.769	0.727	0.812	futebol_esporte	futebol_esporte	1	3.964130163192749	4.053643226623535	3.931949615478516	4.020712852478027	4.141771554946899
A Doyen reclamava 75 por cento do valor total da transferência do jogador argentino para o Manchester United.	A Doyen reclamava 75 por cento do valor da transferência do argentino.	4.0	test	8166	8143	18067	0.75	ptpt-test	19	13	['Doyen', 'Manchester United']	['Doyen']	['Doyen', 'Manchester', 'United']	['Doyen']	['None', 'det', 'nsubj', 'ROOT', 'nummod', 'obj', 'compound', 'case', 'nmod', 'amod', 'case', 'nmod', 'case', 'nmod', 'amod', 'case', 'det', 'nmod', 'flat:name', 'None']	['None', 'det', 'nsubj', 'ROOT', 'nummod', 'obj', 'compound', 'case', 'nmod', 'case', 'nmod', 'case', 'nmod', 'None']	0.6842	16.0	0.6471	0.4737	0.33	1.0	1.0	0.8	0.8	economia_mercado	economia_mercado	1	4.442688941955566	4.457562446594238	4.179944515228272	4.230590581893921	4.419800043106079
Todas as vítimas apresentaram sintomas neurológicos da síndrome de Guillain-Barré (SGB), que também é associada ao vírus.	Este vírus está também associado à síndrome de Guillain-Barré, uma doença neurológica que pode causar paralisia irreversível.	3.75	test	8167	8144	18068	0.6875	ptpt-test	21	19	['Guillain Barré', 'SGB']	['Guillain Barré']	['Guillain', 'Barré', 'SGB']	['Guillain', 'Barré']	['None', 'det', 'det', 'nsubj', 'ROOT', 'obj', 'amod', 'case', 'nmod', 'case', 'nmod', 'punct', 'appos', 'punct', 'punct', 'nsubj:pass', 'advmod', 'aux:pass', 'acl:relcl', 'case', 'det', 'obl', 'None']	['None', 'det', 'nsubj', 'aux', 'advmod', 'ROOT', 'det', 'nsubj:pass', 'case', 'nmod', 'punct', 'det', 'appos', 'amod', 'nsubj', 'aux', 'acl:relcl', 'obj', 'amod', 'None']	0.9048	20.0	0.1724	0.0323	0.67	0.477	0.286	0.8	0.718	notícia_outras	saúde	0	3.929529905319214	4.02979302406311	3.906381130218506	3.869057893753052	4.137462854385376
Contará com uma câmara traseira de 8MP e uma frontal de 5MP.	No departamento das câmaras, a combinação deverá ser de 8MP e 5MP.	4.0	test	8168	8145	18069	0.75	ptpt-test	13	14	[]	[]	[]	[]	['None', 'ROOT', 'case', 'det', 'obl', 'amod', 'case', 'nmod', 'cc', 'det', 'conj', 'case', 'nmod', 'None']	['None', 'case', 'ROOT', 'acl', 'amod', 'punct', 'det', 'nsubj', 'aux', 'cop', 'case', 'nummod', 'cc', 'conj', 'None']	0.9286	13.5	0.2222	0.1	0.0	0.0	0.0	0.429	0.56	produtos_tecnologia	produtos_tecnologia	1	3.90444016456604	4.31793999671936	3.672345161437988	3.8163321018218994	4.2119879722595215
Pelo menos 23 pessoas morreram pela tempestade.	Cerca de 85 milhões de pessoas foram afectadas directamente pela tempestade.	2.25	test	8169	8146	18070	0.3125	ptpt-test	8	12	[]	[]	[]	[]	['None', 'case', 'obl', 'nummod', 'nsubj', 'ROOT', 'det', 'obj', 'None']	['None', 'advmod', 'case', 'nummod', 'nsubj:pass', 'case', 'nmod', 'aux:pass', 'ROOT', 'advmod', 'nsubj:pass', 'flat:name', 'None']	0.6667	10.0	0.2143	0.0667	0.0	0.0	0.0	0.25	0.333	0	0	1	2.602065086364746	2.347664594650269	2.7977696657180786	2.688718795776367	3.8053388595581055
Não estou preocupado em somar mais vitórias porque é uma boa fase.	Não me preocupam excessivamente essas fases.	2.25	test	8170	8147	18071	0.3125	ptpt-test	13	7	[]	[]	[]	[]	['None', 'advmod', 'cop', 'ROOT', 'mark', 'xcomp', 'det', 'obj', 'mark', 'cop', 'det', 'amod', 'obl', 'None']	['None', 'advmod', 'iobj', 'ROOT', 'advmod', 'det', 'obj', 'None']	0.5385	10.0	0.0588	0.0	0.0	0.25	0.25	0.4	0.444	0	0	1	3.847333908081055	3.5286781787872314	3.490842342376709	3.314646005630493	3.5912835597991943
Dos 112 laureados, apenas 14 são mulheres.	A autora é a 14.ª mulher a receber o galardão.	1.75	test	8171	8148	18072	0.1875	ptpt-test	9	11	[]	[]	[]	[]	['None', 'ROOT', 'nummod', 'obj', 'punct', 'advmod', 'nsubj', 'cop', 'parataxis', 'None']	['None', 'det', 'nsubj', 'cop', 'case', 'amod', 'ROOT', 'mark', 'acl', 'det', 'obj', 'None']	0.8182	10.0	0.0	0.0	0.0	0.0	0.0	0.308	0.444	0	0	1	3.7526602745056152	3.2770493030548096	2.9308502674102783	3.1658194065093994	3.3455190658569336
